efo_otar_slim_id	efo_label	rs_classification
MONDO:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	01-disease-subtype
MONDO:0011671	Huntington disease-like 2	01-disease-subtype
MONDO:0011674	Charcot-Marie-Tooth disease dominant intermediate B	01-disease-subtype
MONDO:0011675	Charcot-Marie-Tooth Disease, axonal, type 2GG	01-disease-subtype
MONDO:0011676	PHACE syndrome	02-disease-root
MONDO:0011679	craniosynostosis syndrome, autosomal recessive	02-disease-root
MONDO:0011681	episodic ataxia type 4	01-disease-subtype
MONDO:0011682	episodic ataxia type 3	01-disease-subtype
MONDO:0011683	oculocutaneous albinism type 4	01-disease-subtype
MONDO:0011686	DNA ligase IV deficiency	01-disease-subtype
MONDO:0011687	Charcot-Marie-Tooth disease axonal type 2F	01-disease-subtype
MONDO:0011688	muscular dystrophy-dystroglycanopathy type B5	01-disease-subtype
MONDO:0011694	spinocerebellar ataxia type 15/16	01-disease-subtype
MONDO:0011698	glycine N-methyltransferase deficiency	01-disease-subtype
MONDO:0011705	lymphangioleiomyomatosis	01-disease-subtype
MONDO:0011706	Kufor-Rakeb syndrome	01-disease-subtype
MONDO:0011717	hyperinsulinism-hyperammonemia syndrome	01-disease-subtype
MONDO:0011719	gastrointestinal stromal tumor	01-disease-subtype
MONDO:0011721	distal myopathy with anterior tibial onset	01-disease-subtype
MONDO:0011722	intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	02-disease-root
MONDO:0011724	encephalopathy due to GLUT1 deficiency	01-disease-subtype
MONDO:0011725	Crigler-Najjar syndrome type 2	01-disease-subtype
MONDO:0011730	fumaric aciduria	01-disease-subtype
MONDO:0011731	glucose-galactose malabsorption	02-disease-root
MONDO:0011732	familial digital arthropathy-brachydactyly	02-disease-root
MONDO:0011735	hyper-IgM syndrome type 3	01-disease-subtype
MONDO:0011738	bilateral frontoparietal polymicrogyria	01-disease-subtype
MONDO:0011740	Carney-Stratakis syndrome	02-disease-root
MONDO:0011744	primary intraosseous venous malformation	01-disease-subtype
MONDO:0011749	oculocutaneous albinism type 1B	01-disease-subtype
MONDO:0011754	familial hyperreninemic hypoaldosteronism type 2	01-disease-subtype
MONDO:0011758	Hurler syndrome	01-disease-subtype
MONDO:0011759	Hurler-Scheie syndrome	01-disease-subtype
MONDO:0011760	Scheie syndrome	01-disease-subtype
MONDO:0011765	multiple epiphyseal dysplasia type 5	01-disease-subtype
MONDO:0011766	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	01-disease-subtype
MONDO:0011771	distal spinal muscular atrophy type 3	01-disease-subtype
MONDO:0011772	B4GALT1-CDG	01-disease-subtype
MONDO:0011773	anauxetic dysplasia	02-disease-root
MONDO:0011776	CINCA syndrome	01-disease-subtype
MONDO:0011778	multiple epiphyseal dysplasia, Al-Gazali type	01-disease-subtype
MONDO:0011781	spinocerebellar ataxia type 17	01-disease-subtype
MONDO:0011783	ALG12-CDG	01-disease-subtype
MONDO:0011785	hereditary spastic paraplegia 19	01-disease-subtype
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	01-disease-subtype
MONDO:0011788	cloverleaf skull-multiple congenital anomalies syndrome	02-disease-root
MONDO:0011789	familial meningioma	01-disease-subtype
MONDO:0011790	Amish lethal microcephaly	01-disease-subtype
MONDO:0011795	anonychia-microcephaly syndrome	02-disease-root
MONDO:0011797	infantile-onset ascending hereditary spastic paralysis	02-disease-root
MONDO:0011801	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1	01-disease-subtype
MONDO:0011803	hereditary spastic paraplegia 7	01-disease-subtype
MONDO:0011804	autoimmune lymphoproliferative syndrome type 2B	01-disease-subtype
MONDO:0011810	horizontal gaze palsy with progressive scoliosis	02-disease-root
MONDO:0011811	autosomal recessive cerebellar ataxia-saccadic intrusion syndrome	01-disease-subtype
MONDO:0011812	Duane-radial ray syndrome	02-disease-root
MONDO:0011816	lathosterolosis	01-disease-subtype
MONDO:0011818	isolated focal cortical dysplasia type II	01-disease-subtype
MONDO:0011819	spinocerebellar ataxia type 19/22	01-disease-subtype
MONDO:0011822	Bartter disease type 3	01-disease-subtype
MONDO:0011823	developmental malformations-deafness-dystonia syndrome	01-disease-subtype
MONDO:0011830	lissencephaly due to LIS1 mutation	01-disease-subtype
MONDO:0011831	arrhythmogenic right ventricular dysplasia 8	01-disease-subtype
MONDO:0011833	spinocerebellar ataxia type 21	01-disease-subtype
MONDO:0011834	spinocerebellar ataxia type 18	01-disease-subtype
MONDO:0011835	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	01-disease-subtype
MONDO:0011837	vitamin K-dependent clotting factors, combined deficiency of, type 2	01-disease-subtype
MONDO:0011838	Bothnia retinal dystrophy	01-disease-subtype
MONDO:0011841	biotin-responsive basal ganglia disease	01-disease-subtype
MONDO:0011842	Grn-related frontotemporal lobar degeneration with Tdp43 inclusions	01-disease-subtype
MONDO:0011853	Camptosynpolydactyly, complex	02-disease-root
MONDO:0011855	granular corneal dystrophy type II	01-disease-subtype
MONDO:0011856	spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome	02-disease-root
MONDO:0011862	hereditary spastic paraplegia 24	02-disease-root
MONDO:0011868	lethal congenital contracture syndrome 2	01-disease-subtype
MONDO:0011869	epidermolysis bullosa simplex superficialis	01-disease-subtype
MONDO:0011870	annular epidermolytic ichthyosis	01-disease-subtype
MONDO:0011871	Niemann-Pick disease type B	01-disease-subtype
MONDO:0011872	Griscelli syndrome type 2	01-disease-subtype
MONDO:0011874	neonatal ichthyosis-sclerosing cholangitis syndrome	01-disease-subtype
MONDO:0011876	juvenile absence epilepsy	02-disease-root
MONDO:0011877	autosomal dominant osteopetrosis 1	01-disease-subtype
MONDO:0011882	skin fragility-woolly hair-palmoplantar keratoderma syndrome	01-disease-subtype
MONDO:0011883	Curly hair - acral keratoderma - caries syndrome	01-disease-subtype
MONDO:0011884	hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	01-disease-subtype
MONDO:0011886	torsion dystonia 13	01-disease-subtype
MONDO:0011888	immunodeficiency 67	02-disease-root
MONDO:0011889	Charcot-Marie-Tooth disease type 2I	01-disease-subtype
MONDO:0011890	Charcot-Marie-Tooth disease type 1D	01-disease-subtype
MONDO:0011894	Charcot-Marie-Tooth disease type 2E	01-disease-subtype
MONDO:0011895	idiopathic hypereosinophilic syndrome	01-disease-subtype
MONDO:0011897	leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome	02-disease-root
MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	02-disease-root
MONDO:0011901	Charcot-Marie-Tooth disease axonal type 2H	01-disease-subtype
MONDO:0011902	Charcot-Marie-Tooth disease type 1F	01-disease-subtype
MONDO:0011903	Charcot-Marie-Tooth disease type 2J	01-disease-subtype
MONDO:0011906	congenital bile acid synthesis defect 1	01-disease-subtype
MONDO:0011907	acrocapitofemoral dysplasia	01-disease-subtype
MONDO:0011909	Charcot-Marie-Tooth disease dominant intermediate D	01-disease-subtype
MONDO:0011911	craniolenticulosutural dysplasia	02-disease-root
MONDO:0011916	Charcot-Marie-Tooth disease axonal type 2K	01-disease-subtype
MONDO:0011925	congenital merosin-deficient muscular dystrophy 1A	01-disease-subtype
MONDO:0011927	tufted angioma	01-disease-subtype
MONDO:0011928	caudal duplication	02-disease-root
MONDO:0011929	chromosome 1p36 deletion syndrome	01-disease-subtype
MONDO:0011933	ALG2-CDG	01-disease-subtype
MONDO:0011934	dermatofibrosarcoma protuberans	01-disease-subtype
MONDO:0011936	microphthalmia with brain and digit anomalies	01-disease-subtype
MONDO:0011939	Spondyloenchondrodysplasia with immune dysregulation	02-disease-root
MONDO:0011945	Gaucher disease perinatal lethal	01-disease-subtype
MONDO:0011946	diaphanospondylodysostosis	02-disease-root
MONDO:0011948	pontocerebellar hypoplasia type 3	01-disease-subtype
MONDO:0011950	infantile-onset autosomal recessive nonprogressive cerebellar ataxia	01-disease-subtype
MONDO:0011953	familial acute necrotizing encephalopathy	01-disease-subtype
MONDO:0011957	retinal macular dystrophy type 2	02-disease-root
MONDO:0011959	sweet syndrome	02-disease-root
MONDO:0011961	hereditary sensory and autonomic neuropathy type 1B	01-disease-subtype
MONDO:0011962	endometrial cancer	02-disease-root
MONDO:0011964	DPAGT1-CDG	01-disease-subtype
MONDO:0011965	familial temporal lobe epilepsy 2	01-disease-subtype
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	01-disease-subtype
MONDO:0011969	ALG8-CDG	01-disease-subtype
MONDO:0011970	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	01-disease-subtype
MONDO:0011971	hyper-IgM syndrome type 5	01-disease-subtype
MONDO:0011972	ovarian hyperstimulation syndrome	02-disease-root
MONDO:0011973	zinc deficiency, transient neonatal	02-disease-root
MONDO:0011975	paternal uniparental disomy of chromosome 14	01-disease-subtype
MONDO:0011976	lipodystrophy-intellectual disability-deafness syndrome	01-disease-subtype
MONDO:0011977	8q22.1 microdeletion syndrome	01-disease-subtype
MONDO:0011979	adult-onset foveomacular vitelliform dystrophy	01-disease-subtype
MONDO:0011984	synpolydactyly type 2	01-disease-subtype
MONDO:0011985	hyper-IgM syndrome type 4	01-disease-subtype
MONDO:0011988	neutrophil immunodeficiency syndrome	01-disease-subtype
MONDO:0011992	hereditary spastic paraplegia 25	02-disease-root
MONDO:0011995	cataract - congenital heart disease - neural tube defect syndrome	01-disease-subtype
MONDO:0011997	Hermansky-Pudlak syndrome 2	01-disease-subtype
MONDO:0011998	autosomal dominant slowed nerve conduction velocity	02-disease-root
MONDO:0012008	Lelis syndrome	02-disease-root
MONDO:0012012	Charcot-Marie-Tooth disease dominant intermediate C	01-disease-subtype
MONDO:0012013	Weill-Marchesani syndrome 2, dominant	01-disease-subtype
MONDO:0012014	Charcot-Marie-Tooth disease recessive intermediate A	01-disease-subtype
MONDO:0012016	capillary malformation-arteriovenous malformation syndrome	02-disease-root
MONDO:0012017	Parkes Weber syndrome	01-disease-subtype
MONDO:0012019	spondyloepiphyseal dysplasia, Kimberley type	01-disease-subtype
MONDO:0012020	chromosome 22q11.2 microduplication syndrome	01-disease-subtype
MONDO:0012032	Braddock syndrome	01-disease-subtype
MONDO:0012033	bradyopsia	02-disease-root
MONDO:0012034	autosomal dominant limb-girdle muscular dystrophy type 1F	01-disease-subtype
MONDO:0012035	craniosynostosis-intracranial calcifications syndrome	02-disease-root
MONDO:0012041	MUTYH-related attenuated familial adenomatous polyposis	01-disease-subtype
MONDO:0012043	Reis-Bucklers corneal dystrophy	01-disease-subtype
MONDO:0012052	ALG1-CDG	01-disease-subtype
MONDO:0012055	Larsen-like osseous dysplasia-short stature syndrome	02-disease-root
MONDO:0012061	familial sick sinus syndrome	02-disease-root
MONDO:0012063	ulnar/fibula ray defect-brachydactyly syndrome	02-disease-root
MONDO:0012064	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	02-disease-root
MONDO:0012072	familial partial lipodystrophy, Kobberling type	01-disease-subtype
MONDO:0012073	ribose-5-P isomerase deficiency	01-disease-subtype
MONDO:0012074	mandibuloacral dysplasia with type B lipodystrophy	01-disease-subtype
MONDO:0012075	oligodontia-cancer predisposition syndrome	02-disease-root
MONDO:0012081	15q11q13 microduplication syndrome	01-disease-subtype
MONDO:0012084	aromatic L-amino acid decarboxylase deficiency	01-disease-subtype
MONDO:0012088	primary ciliary dyskinesia 5	01-disease-subtype
MONDO:0012089	ichthyosis prematurity syndrome	02-disease-root
MONDO:0012092	hereditary sensory and autonomic neuropathy type 5	01-disease-subtype
MONDO:0012095	intellectual disability-brachydactyly-Pierre Robin syndrome	01-disease-subtype
MONDO:0012096	Charcot-Marie-Tooth disease axonal type 2L	01-disease-subtype
MONDO:0012098	spinocerebellar ataxia type 20	01-disease-subtype
MONDO:0012099	AICA-ribosiduria	01-disease-subtype
MONDO:0012103	spinocerebellar ataxia type 25	01-disease-subtype
MONDO:0012104	acquired partial lipodystrophy	01-disease-subtype
MONDO:0012108	spondyloepimetaphyseal dysplasia, matrilin-3 type	01-disease-subtype
MONDO:0012110	growth delay due to insulin-like growth factor type 1 deficiency	01-disease-subtype
MONDO:0012112	hypertrophic cardiomyopathy 10	02-disease-root
MONDO:0012116	spinocerebellar ataxia type 8	01-disease-subtype
MONDO:0012117	ALG9-CDG	01-disease-subtype
MONDO:0012118	COG7-CDG	01-disease-subtype
MONDO:0012120	pyruvate dehydrogenase phosphatase deficiency	01-disease-subtype
MONDO:0012123	congenital disorder of glycosylation type 1E	01-disease-subtype
MONDO:0012124	sudden infant death-dysgenesis of the testes syndrome	01-disease-subtype
MONDO:0012125	hypomyelinating leukodystrophy 2	02-disease-root
MONDO:0012126	familial avascular necrosis of femoral head	02-disease-root
MONDO:0012127	autosomal recessive limb-girdle muscular dystrophy type 2J	01-disease-subtype
MONDO:0012130	myofibrillar myopathy 2	01-disease-subtype
MONDO:0012136	carnitine palmitoyl transferase II deficiency, neonatal form	01-disease-subtype
MONDO:0012137	Carney complex - trismus - pseudocamptodactyly syndrome	01-disease-subtype
MONDO:0012143	hereditary cryohydrocytosis with reduced stomatin	01-disease-subtype
MONDO:0012155	choanal atresia	02-disease-root
MONDO:0012160	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	02-disease-root
MONDO:0012161	susceptibility to respiratory infections associated with CD8alpha chain mutation	02-disease-root
MONDO:0012164	Meacham syndrome	01-disease-subtype
MONDO:0012165	BNAR syndrome	01-disease-subtype
MONDO:0012172	mitochondrial trifunctional protein deficiency	02-disease-root
MONDO:0012173	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	01-disease-subtype
MONDO:0012176	Emanuel syndrome	02-disease-root
MONDO:0012177	posterior column ataxia-retinitis pigmentosa syndrome	01-disease-subtype
MONDO:0012181	hereditary spastic paraplegia 27	02-disease-root
MONDO:0012183	melanoma, cutaneous malignant, susceptibility to, 3	01-disease-subtype
MONDO:0012184	Pierson syndrome	01-disease-subtype
MONDO:0012185	spondylometaphyseal dysplasia, A4 type	02-disease-root
MONDO:0012186	Fanconi anemia complementation group I	01-disease-subtype
MONDO:0012187	Fanconi anemia complementation group J	01-disease-subtype
MONDO:0012188	neuronal ceroid lipofuscinosis 9	01-disease-subtype
MONDO:0012190	nephrotic syndrome - deafness - pretibial epidermolysis bullosa syndrome	01-disease-subtype
MONDO:0012191	hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	02-disease-root
MONDO:0012192	permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	01-disease-subtype
MONDO:0012193	autosomal dominant limb-girdle muscular dystrophy type 1G	01-disease-subtype
MONDO:0012195	arthrogryposis-severe scoliosis syndrome	01-disease-subtype
MONDO:0012197	idiopathic aplastic anemia	01-disease-subtype
MONDO:0012198	PCWH syndrome	02-disease-root
MONDO:0012203	familial hyperthyroidism due to mutations in TSH receptor	01-disease-subtype
MONDO:0012204	familial pseudohyperkalemia	01-disease-subtype
MONDO:0012205	autosomal dominant striatal neurodegeneration type 1	01-disease-subtype
MONDO:0012206	Czech dysplasia, metatarsal type	01-disease-subtype
MONDO:0012208	congenital reticular ichthyosiform erythroderma	01-disease-subtype
MONDO:0012209	branchiogenic deafness syndrome	02-disease-root
MONDO:0012211	MPDU1-CDG	01-disease-subtype
MONDO:0012213	hereditary spastic paraplegia 26	02-disease-root
MONDO:0012215	myofibrillar myopathy 3	01-disease-subtype
MONDO:0012216	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	01-disease-subtype
MONDO:0012220	Griscelli syndrome type 3	01-disease-subtype
MONDO:0012221	alpha-N-acetylgalactosaminidase deficiency type 1	01-disease-subtype
MONDO:0012222	alpha-N-acetylgalactosaminidase deficiency type 2	01-disease-subtype
MONDO:0012231	Charcot-Marie-Tooth disease type 2A2	01-disease-subtype
MONDO:0012235	autosomal recessive spinocerebellar ataxia 7	01-disease-subtype
MONDO:0012237	nemaline myopathy 6	01-disease-subtype
MONDO:0012246	spinocerebellar ataxia type 26	01-disease-subtype
MONDO:0012247	spinocerebellar ataxia type 27	01-disease-subtype
MONDO:0012248	autosomal recessive limb-girdle muscular dystrophy type 2K	01-disease-subtype
MONDO:0012250	Charcot-Marie-Tooth disease type 4H	01-disease-subtype
MONDO:0012251	MEDNIK syndrome	01-disease-subtype
MONDO:0012253	multiple epiphyseal dysplasia, with severe proximal femoral dysplasia	01-disease-subtype
MONDO:0012254	multiple epiphyseal dysplasia, with miniepiphyses	01-disease-subtype
MONDO:0012256	hereditary spastic paraplegia 28	01-disease-subtype
MONDO:0012257	Cerebrorenodigital syndrome	02-disease-root
MONDO:0012258	epidermolysis bullosa simplex 2E, with migratory circinate erythema	01-disease-subtype
MONDO:0012269	chromosome 3q29 microdeletion syndrome	01-disease-subtype
MONDO:0012271	mesoaxial synostotic syndactyly with phalangeal reduction	01-disease-subtype
MONDO:0012274	acromesomelic dysplasia 3	01-disease-subtype
